case_id,source_pair_id,arm_id,sample_id,allocator,window_s,window_ticks,completion_time_s,completion_time_hex,simulated_ticks,config_sha256,topology_sha256,ring_sha256,route_sha256,delivered_vector_sha256,redistribution_boundary_count,redistribution_live_group_count,idle_qp_boundary_observation_count,reactivation_count,stale_reactivation_count,stale_positive_weight_count,positive_weight_without_measurement_count,raw_negative_rate_count,raw_nonfinite_rate_count,zero_rate_live_group_count,nonfinite_used_weight_count,stale_shadow_mismatch_count,max_used_rate_age_ticks,reactivated_bytes_B,maximum_idle_assignment_fraction,maximum_shadow_weight_abs_difference,maximum_stale_shadow_weight_abs_difference,maximum_reactivation_next_rate_relative_error,maximum_inflight_conservation_error_B,maximum_redistribution_sum_error_B,minimum_remaining_bytes_B,final_conservation_max_error_B,final_remaining_max_B,maximum_final_qp_finish_spread_ticks
a069_proportional_3tier_os4_p64_k2__s011__w2000us,a069_proportional_3tier_os4_p64_k2__s011,proportional_3tier_os4_p64_k2,11,link_local_equal_share,0.002,40,0.021500000000000102,3f9604189374bc88,430,deffba1ccded1e52b23a162f1018f7cc50cdc7ac0b1bf42352c3a4398f9ada14,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,82beff21ab777800627eac1d492ea55ec5bcbb1ae106b199afb98333cbfa189d,724736f37081592fa48c35a5cdc0de718be73ee970c17ac1dd981bc033d3aa2a,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,11,446,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s011__w2000us,a069_proportional_3tier_os4_p64_k2__s011,proportional_3tier_os4_p64_k2,11,network_maxmin,0.002,40,0.021500000000000102,3f9604189374bc88,430,deffba1ccded1e52b23a162f1018f7cc50cdc7ac0b1bf42352c3a4398f9ada14,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,82beff21ab777800627eac1d492ea55ec5bcbb1ae106b199afb98333cbfa189d,724736f37081592fa48c35a5cdc0de718be73ee970c17ac1dd981bc033d3aa2a,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,11,446,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s022__w0500us,a069_proportional_3tier_os4_p64_k2__s022,proportional_3tier_os4_p64_k2,22,link_local_equal_share,0.0005,10,0.028650000000000307,3f9d566cf41f2186,573,597e781fb6a8b7a65e5df457f72bd6f27a5d36dee79721a7d37bd72134518556,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,5edde4ff5f67d20ad4d647345efecf97c11bf1965cf53941d3d475d451a5665c,afb3fa9d22c8e6bd736cb328106d17b660e51c0b42387d2610e117943862d005,04fde94de3ed551eb39e6a1fab6dbb972c95d372f2b0ec80fc007245c0df0a90,58,1703,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,1.4901161193847656e-08,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s022__w0500us,a069_proportional_3tier_os4_p64_k2__s022,proportional_3tier_os4_p64_k2,22,network_maxmin,0.0005,10,0.028650000000000307,3f9d566cf41f2186,573,597e781fb6a8b7a65e5df457f72bd6f27a5d36dee79721a7d37bd72134518556,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,5edde4ff5f67d20ad4d647345efecf97c11bf1965cf53941d3d475d451a5665c,afb3fa9d22c8e6bd736cb328106d17b660e51c0b42387d2610e117943862d005,04fde94de3ed551eb39e6a1fab6dbb972c95d372f2b0ec80fc007245c0df0a90,58,1703,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,1.4901161193847656e-08,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s022__w1000us,a069_proportional_3tier_os4_p64_k2__s022,proportional_3tier_os4_p64_k2,22,link_local_equal_share,0.001,20,0.028650000000000307,3f9d566cf41f2186,573,e83f72bcab85945aedec8037c1a3abc6ead169336f76b04866b3caa167a876bc,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,5edde4ff5f67d20ad4d647345efecf97c11bf1965cf53941d3d475d451a5665c,afb3fa9d22c8e6bd736cb328106d17b660e51c0b42387d2610e117943862d005,cac48190cfd0d10ee71af96f80a57c7a157fbbc6091680ab0c9ae7fcfb9ab724,29,865,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,7.450580596923828e-09,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s022__w1000us,a069_proportional_3tier_os4_p64_k2__s022,proportional_3tier_os4_p64_k2,22,network_maxmin,0.001,20,0.028650000000000307,3f9d566cf41f2186,573,e83f72bcab85945aedec8037c1a3abc6ead169336f76b04866b3caa167a876bc,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,5edde4ff5f67d20ad4d647345efecf97c11bf1965cf53941d3d475d451a5665c,afb3fa9d22c8e6bd736cb328106d17b660e51c0b42387d2610e117943862d005,cac48190cfd0d10ee71af96f80a57c7a157fbbc6091680ab0c9ae7fcfb9ab724,29,865,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,7.450580596923828e-09,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s022__w2000us,a069_proportional_3tier_os4_p64_k2__s022,proportional_3tier_os4_p64_k2,22,link_local_equal_share,0.002,40,0.028650000000000307,3f9d566cf41f2186,573,b806ff4217bc3b94b8255ca4a90934e57bb8b3b9df2a9f279cd40a7e8a38fd35,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,5edde4ff5f67d20ad4d647345efecf97c11bf1965cf53941d3d475d451a5665c,afb3fa9d22c8e6bd736cb328106d17b660e51c0b42387d2610e117943862d005,6ed339ade780e002e8fb9e302a8e9a6c8b72c99c0476519a4fc8e8bee985ebba,15,460,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,7.450580596923828e-09,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s022__w2000us,a069_proportional_3tier_os4_p64_k2__s022,proportional_3tier_os4_p64_k2,22,network_maxmin,0.002,40,0.028650000000000307,3f9d566cf41f2186,573,b806ff4217bc3b94b8255ca4a90934e57bb8b3b9df2a9f279cd40a7e8a38fd35,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,5edde4ff5f67d20ad4d647345efecf97c11bf1965cf53941d3d475d451a5665c,afb3fa9d22c8e6bd736cb328106d17b660e51c0b42387d2610e117943862d005,6ed339ade780e002e8fb9e302a8e9a6c8b72c99c0476519a4fc8e8bee985ebba,15,460,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,7.450580596923828e-09,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s033__w0500us,a069_proportional_3tier_os4_p64_k2__s033,proportional_3tier_os4_p64_k2,33,link_local_equal_share,0.0005,10,0.01795,3f92617c1bda511a,359,ee55bc0b1a2836c5e4ea83041282415039aa1ae42dc5bd5648e9975f17bac268,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,115659af164d6a5b11623c1c4271f56eb3f49b99f08a3b35a6251822cdf766b5,f10a67a2d2721712288fba55d21d22d3c44476a2671464572d0a3cb07fda8609,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,36,1523,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s033__w0500us,a069_proportional_3tier_os4_p64_k2__s033,proportional_3tier_os4_p64_k2,33,network_maxmin,0.0005,10,0.01795,3f92617c1bda511a,359,ee55bc0b1a2836c5e4ea83041282415039aa1ae42dc5bd5648e9975f17bac268,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,115659af164d6a5b11623c1c4271f56eb3f49b99f08a3b35a6251822cdf766b5,f10a67a2d2721712288fba55d21d22d3c44476a2671464572d0a3cb07fda8609,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,36,1523,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s033__w1000us,a069_proportional_3tier_os4_p64_k2__s033,proportional_3tier_os4_p64_k2,33,link_local_equal_share,0.001,20,0.01795,3f92617c1bda511a,359,ec360d0d58be9b6da4a150cc153842fd1548979fd8a8b6d86adb199d49b34aee,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,115659af164d6a5b11623c1c4271f56eb3f49b99f08a3b35a6251822cdf766b5,f10a67a2d2721712288fba55d21d22d3c44476a2671464572d0a3cb07fda8609,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,18,769,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s033__w1000us,a069_proportional_3tier_os4_p64_k2__s033,proportional_3tier_os4_p64_k2,33,network_maxmin,0.001,20,0.01795,3f92617c1bda511a,359,ec360d0d58be9b6da4a150cc153842fd1548979fd8a8b6d86adb199d49b34aee,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,115659af164d6a5b11623c1c4271f56eb3f49b99f08a3b35a6251822cdf766b5,f10a67a2d2721712288fba55d21d22d3c44476a2671464572d0a3cb07fda8609,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,18,769,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s033__w2000us,a069_proportional_3tier_os4_p64_k2__s033,proportional_3tier_os4_p64_k2,33,link_local_equal_share,0.002,40,0.01795,3f92617c1bda511a,359,f0296dc5c9c458be5189215c6990402026be93187f0a98d2568809a0ab0628b3,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,115659af164d6a5b11623c1c4271f56eb3f49b99f08a3b35a6251822cdf766b5,f10a67a2d2721712288fba55d21d22d3c44476a2671464572d0a3cb07fda8609,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,9,415,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s033__w2000us,a069_proportional_3tier_os4_p64_k2__s033,proportional_3tier_os4_p64_k2,33,network_maxmin,0.002,40,0.01795,3f92617c1bda511a,359,f0296dc5c9c458be5189215c6990402026be93187f0a98d2568809a0ab0628b3,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,115659af164d6a5b11623c1c4271f56eb3f49b99f08a3b35a6251822cdf766b5,f10a67a2d2721712288fba55d21d22d3c44476a2671464572d0a3cb07fda8609,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,9,415,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s044__w0500us,a069_proportional_3tier_os4_p64_k2__s044,proportional_3tier_os4_p64_k2,44,link_local_equal_share,0.0005,10,0.021500000000000102,3f9604189374bc88,430,b8d3af31ea6b074c500abc4572cd50a957fd3825f9d52d69a0ff4846e8457316,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,581c6276c39a2c86e524e4278b493f8fc81c7bac082363ae36ff07a6ebcf87be,49e11edd62bbeca881bd11fe33669f0b55ae68099a8852f2fa1176b52aee9915,6269a948892cf4e0813a52019ac3319d9cf10222dbcd4f0678406439bde7b24f,44,1628,1,1,1,1,0,0,0,0,0,0,2,312329.66666666605,0.5,0.0,0.0,0.0,1.564621925354004e-07,1.862645149230957e-09,0.0,2.9802322387695312e-08,0.0,0
a069_proportional_3tier_os4_p64_k2__s044__w0500us,a069_proportional_3tier_os4_p64_k2__s044,proportional_3tier_os4_p64_k2,44,network_maxmin,0.0005,10,0.021500000000000102,3f9604189374bc88,430,b8d3af31ea6b074c500abc4572cd50a957fd3825f9d52d69a0ff4846e8457316,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,581c6276c39a2c86e524e4278b493f8fc81c7bac082363ae36ff07a6ebcf87be,49e11edd62bbeca881bd11fe33669f0b55ae68099a8852f2fa1176b52aee9915,d31309a4b24dbc19954ee2e8ecc0a4963a5ab84f340a0ad4637fb7f7da8fe89a,44,1612,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.862645149230957e-07,7.450580596923828e-09,0.0,8.940696716308594e-08,0.0,0
a069_proportional_3tier_os4_p64_k2__s044__w1000us,a069_proportional_3tier_os4_p64_k2__s044,proportional_3tier_os4_p64_k2,44,link_local_equal_share,0.001,20,0.021500000000000102,3f9604189374bc88,430,ea788fb88688f4e92e50e0d00319a71abcdcaf6e4e512b7662accbfe19ca8c1a,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,581c6276c39a2c86e524e4278b493f8fc81c7bac082363ae36ff07a6ebcf87be,49e11edd62bbeca881bd11fe33669f0b55ae68099a8852f2fa1176b52aee9915,82f102a56e89f486ac4b516a53ab7386011672c35e13f35d556fc987e34c0c8c,22,827,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.862645149230957e-09,0.0,7.450580596923828e-09,0.0,6
a069_proportional_3tier_os4_p64_k2__s044__w1000us,a069_proportional_3tier_os4_p64_k2__s044,proportional_3tier_os4_p64_k2,44,network_maxmin,0.001,20,0.021500000000000102,3f9604189374bc88,430,ea788fb88688f4e92e50e0d00319a71abcdcaf6e4e512b7662accbfe19ca8c1a,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,581c6276c39a2c86e524e4278b493f8fc81c7bac082363ae36ff07a6ebcf87be,49e11edd62bbeca881bd11fe33669f0b55ae68099a8852f2fa1176b52aee9915,17db911f0c681d72a304d435d6d392782c3f52329165eb984bfe33e58fba136e,22,818,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.341104507446289e-07,0.0,0.0,2.2351741790771484e-08,0.0,0
a069_proportional_3tier_os4_p64_k2__s044__w2000us,a069_proportional_3tier_os4_p64_k2__s044,proportional_3tier_os4_p64_k2,44,link_local_equal_share,0.002,40,0.021500000000000102,3f9604189374bc88,430,8963efc0359a684d7d4cccf793d1bf1e82d5f148815e1706c04fd3fef469752b,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,581c6276c39a2c86e524e4278b493f8fc81c7bac082363ae36ff07a6ebcf87be,49e11edd62bbeca881bd11fe33669f0b55ae68099a8852f2fa1176b52aee9915,9e12759de2f3f794fed5a7601eab10b74e3323c2bd218d3f1302460b03dcdc5c,11,443,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.862645149230957e-09,0.0,7.450580596923828e-09,0.0,6
a069_proportional_3tier_os4_p64_k2__s044__w2000us,a069_proportional_3tier_os4_p64_k2__s044,proportional_3tier_os4_p64_k2,44,network_maxmin,0.002,40,0.021500000000000102,3f9604189374bc88,430,8963efc0359a684d7d4cccf793d1bf1e82d5f148815e1706c04fd3fef469752b,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,581c6276c39a2c86e524e4278b493f8fc81c7bac082363ae36ff07a6ebcf87be,49e11edd62bbeca881bd11fe33669f0b55ae68099a8852f2fa1176b52aee9915,a25b226a0ebf3ef85d560669496e4c47af85ed3bf363312c8292fedd28200b94,11,439,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.862645149230957e-09,0.0,1.4901161193847656e-08,0.0,0
a069_proportional_3tier_os4_p64_k2__s055__w0500us,a069_proportional_3tier_os4_p64_k2__s055,proportional_3tier_os4_p64_k2,55,link_local_equal_share,0.0005,10,0.021500000000000102,3f9604189374bc88,430,74327ef96e0ca290d2208ffdec15dc1be86a7e23867083c1b4a288b70377b898,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44998b2c27ff78c426c9e4bd37f97fab44430d369356ed162bf06fd55a3caf5d,098beb7de4b3bb34f35984aeb0755a2ee406fbfbb9600b5021e7326e490878f0,6650bcef27ff6d7609253f0252b7b02a686c95b159e3120f29b44b98a55ed9a3,44,1587,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.450580596923828e-09,0.0,0.0,7.450580596923828e-09,0.0,0
a069_proportional_3tier_os4_p64_k2__s055__w0500us,a069_proportional_3tier_os4_p64_k2__s055,proportional_3tier_os4_p64_k2,55,network_maxmin,0.0005,10,0.021500000000000102,3f9604189374bc88,430,74327ef96e0ca290d2208ffdec15dc1be86a7e23867083c1b4a288b70377b898,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44998b2c27ff78c426c9e4bd37f97fab44430d369356ed162bf06fd55a3caf5d,098beb7de4b3bb34f35984aeb0755a2ee406fbfbb9600b5021e7326e490878f0,6650bcef27ff6d7609253f0252b7b02a686c95b159e3120f29b44b98a55ed9a3,44,1587,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.450580596923828e-09,0.0,0.0,7.450580596923828e-09,0.0,0
a069_proportional_3tier_os4_p64_k2__s055__w1000us,a069_proportional_3tier_os4_p64_k2__s055,proportional_3tier_os4_p64_k2,55,link_local_equal_share,0.001,20,0.021500000000000102,3f9604189374bc88,430,6324f4e6b50e8737673d2c05b487915949be30adcb430451e63819de9c126c3c,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44998b2c27ff78c426c9e4bd37f97fab44430d369356ed162bf06fd55a3caf5d,098beb7de4b3bb34f35984aeb0755a2ee406fbfbb9600b5021e7326e490878f0,6650bcef27ff6d7609253f0252b7b02a686c95b159e3120f29b44b98a55ed9a3,22,807,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.450580596923828e-09,0.0,0.0,7.450580596923828e-09,0.0,0
