run,seed,ring_size,affected_fraction,method,completion_time_s,final_k_mean,final_k_max
51,500052016,32,0.1,adaptive,0.042850000000000714,1.09375,4
51,500052016,32,0.3,adaptive,0.040800000000000655,1.21875,4
51,500052016,32,0.5,adaptive,0.05415000000000104,1.3125,4
52,510052017,16,0.0,adaptive,0.021500000000000102,1.0,1
52,510052017,16,0.1,adaptive,0.021500000000000102,1.0,1
52,510052017,16,0.3,adaptive,0.04800000000000086,1.375,4
52,510052017,16,0.5,adaptive,0.0353500000000005,1.1875,4
52,510052017,32,0.0,adaptive,0.021500000000000102,1.0,1
52,510052017,32,0.1,adaptive,0.021500000000000102,1.0,1
52,510052017,32,0.3,adaptive,0.03610000000000052,1.1875,4
52,510052017,32,0.5,adaptive,0.0353500000000005,1.25,4
53,520052018,16,0.0,adaptive,0.021500000000000102,1.0,1
53,520052018,16,0.1,adaptive,0.021500000000000102,1.0,1
53,520052018,16,0.3,adaptive,0.02880000000000031,1.0625,2
53,520052018,16,0.5,adaptive,0.03610000000000052,1.375,4
