fabric,P,seed,k,t_prop
2tier,64,390,16,0.0054999999999999945
2tier,64,391,2,0.010449999999999965
2tier,64,391,4,0.007699999999999981
2tier,64,391,8,0.00619999999999999
2tier,64,391,16,0.005599999999999994
2tier,64,392,2,0.010649999999999963
2tier,64,392,4,0.008649999999999975
2tier,64,392,8,0.00624999999999999
2tier,64,392,16,0.005799999999999993
2tier,64,393,2,0.010449999999999965
2tier,64,393,4,0.0076499999999999815
2tier,64,393,8,0.006549999999999988
2tier,64,393,16,0.005749999999999993
2tier,64,394,2,0.00944999999999997
2tier,64,394,4,0.007449999999999983
2tier,64,394,8,0.006499999999999988
2tier,64,394,16,0.006099999999999991
2tier,64,395,2,0.008999999999999973
2tier,64,395,4,0.006549999999999988
2tier,64,395,8,0.00629999999999999
2tier,64,395,16,0.005649999999999994
2tier,64,396,2,0.010749999999999963
2tier,64,396,4,0.007599999999999982
2tier,64,396,8,0.006399999999999989
2tier,64,396,16,0.005599999999999994
2tier,64,397,2,0.011049999999999961
2tier,64,397,4,0.007749999999999981
2tier,64,397,8,0.006449999999999989
2tier,64,397,16,0.005899999999999992
2tier,64,398,2,0.00959999999999997
2tier,64,398,4,0.006549999999999988
2tier,64,398,8,0.005399999999999995
2tier,64,398,16,0.005399999999999995
2tier,64,399,2,0.010549999999999964
2tier,64,399,4,0.0076499999999999815
2tier,64,399,8,0.006399999999999989
2tier,64,399,16,0.005849999999999992
2tier,64,400,2,0.009199999999999972
2tier,64,400,4,0.008349999999999977
2tier,64,400,8,0.006699999999999987
2tier,64,400,16,0.005949999999999992
2tier,64,401,2,0.009999999999999967
2tier,64,401,4,0.007099999999999985
2tier,64,401,8,0.00619999999999999
2tier,64,401,16,0.005949999999999992
2tier,64,402,2,0.00944999999999997
2tier,64,402,4,0.007199999999999984
2tier,64,402,8,0.006549999999999988
2tier,64,402,16,0.005849999999999992
2tier,64,403,2,0.010749999999999963
2tier,64,403,4,0.007499999999999982
2tier,64,403,8,0.005699999999999993
2tier,64,403,16,0.005749999999999993
2tier,64,404,2,0.008999999999999973
2tier,64,404,4,0.007099999999999985
2tier,64,404,8,0.005849999999999992
2tier,64,404,16,0.005649999999999994
2tier,64,405,2,0.010749999999999963
2tier,64,405,4,0.0076499999999999815
2tier,64,405,8,0.006349999999999989
2tier,64,405,16,0.005749999999999993
2tier,64,406,2,0.012699999999999951
2tier,64,406,4,0.007249999999999984
2tier,64,406,8,0.005949999999999992
2tier,64,406,16,0.00619999999999999
2tier,64,407,2,0.008999999999999973
2tier,64,407,4,0.007299999999999984
2tier,64,407,8,0.006099999999999991
2tier,64,407,16,0.005799999999999993
2tier,64,408,2,0.010749999999999963
2tier,64,408,4,0.007099999999999985
2tier,64,408,8,0.005899999999999992
2tier,64,408,16,0.005899999999999992
2tier,64,409,2,0.010799999999999962
2tier,64,409,4,0.008449999999999977
2tier,64,409,8,0.0061499999999999905
2tier,64,409,16,0.005399999999999995
2tier,64,410,2,0.009849999999999968
2tier,64,410,4,0.007349999999999983
2tier,64,410,8,0.006849999999999986
2tier,64,410,16,0.005799999999999993
2tier,64,411,2,0.010749999999999963
2tier,64,411,4,0.007499999999999982
2tier,64,411,8,0.006349999999999989
2tier,64,411,16,0.005849999999999992
2tier,64,412,2,0.00949999999999997
2tier,64,412,4,0.00799999999999998
2tier,64,412,8,0.005949999999999992
2tier,64,412,16,0.005849999999999992
2tier,64,413,2,0.011699999999999957
2tier,64,413,4,0.007449999999999983
2tier,64,413,8,0.0061499999999999905
2tier,64,413,16,0.005599999999999994
2tier,64,414,2,0.010449999999999965
2tier,64,414,4,0.008449999999999977
2tier,64,414,8,0.006699999999999987
2tier,64,414,16,0.0061499999999999905
2tier,64,415,2,0.008999999999999973
2tier,64,415,4,0.007099999999999985
2tier,64,415,8,0.0061499999999999905
2tier,64,415,16,0.0059999999999999915
2tier,64,416,2,0.007549999999999982
2tier,64,416,4,0.006399999999999989
2tier,64,416,8,0.0059999999999999915
2tier,64,416,16,0.005749999999999993
2tier,64,417,2,0.010749999999999963
2tier,64,417,4,0.008099999999999979
2tier,64,417,8,0.006349999999999989
2tier,64,417,16,0.005849999999999992
2tier,64,418,2,0.00944999999999997
2tier,64,418,4,0.007449999999999983
2tier,64,418,8,0.0059999999999999915
2tier,64,418,16,0.005799999999999993
2tier,64,419,2,0.009849999999999968
2tier,64,419,4,0.007499999999999982
2tier,64,419,8,0.006499999999999988
2tier,64,419,16,0.006049999999999991
2tier,64,420,2,0.013749999999999945
2tier,64,420,4,0.008199999999999978
2tier,64,420,8,0.006399999999999989
2tier,64,420,16,0.005749999999999993
2tier,64,421,2,0.010749999999999963
2tier,64,421,4,0.006949999999999986
2tier,64,421,8,0.005849999999999992
2tier,64,421,16,0.0054999999999999945
2tier,64,422,2,0.00944999999999997
2tier,64,422,4,0.007499999999999982
2tier,64,422,8,0.006749999999999987
2tier,64,422,16,0.005799999999999993
2tier,64,423,2,0.010449999999999965
2tier,64,423,4,0.007499999999999982
2tier,64,423,8,0.00629999999999999
2tier,64,423,16,0.005849999999999992
2tier,64,424,2,0.00959999999999997
2tier,64,424,4,0.007549999999999982
2tier,64,424,8,0.006599999999999988
2tier,64,424,16,0.005849999999999992
2tier,64,425,2,0.012299999999999953
2tier,64,425,4,0.009949999999999968
2tier,64,425,8,0.006599999999999988
2tier,64,425,16,0.0059999999999999915
2tier,64,426,2,0.009799999999999968
2tier,64,426,4,0.007099999999999985
2tier,64,426,8,0.006099999999999991
2tier,64,426,16,0.005899999999999992
2tier,64,427,2,0.012299999999999953
2tier,64,427,4,0.008099999999999979
2tier,64,427,8,0.00619999999999999
2tier,64,427,16,0.005599999999999994
2tier,64,428,2,0.008099999999999979
2tier,64,428,4,0.006699999999999987
2tier,64,428,8,0.006049999999999991
2tier,64,428,16,0.005399999999999995
2tier,64,429,2,0.008999999999999973
2tier,64,429,4,0.007599999999999982
2tier,64,429,8,0.006349999999999989
2tier,64,429,16,0.005649999999999994
2tier,64,430,2,0.010749999999999963
2tier,64,430,4,0.008649999999999975
2tier,64,430,8,0.0066499999999999875
2tier,64,430,16,0.006399999999999989
2tier,64,431,2,0.00944999999999997
2tier,64,431,4,0.007599999999999982
2tier,64,431,8,0.00619999999999999
2tier,64,431,16,0.0054999999999999945
2tier,64,432,2,0.00959999999999997
2tier,64,432,4,0.00624999999999999
2tier,64,432,8,0.005699999999999993
2tier,64,432,16,0.005449999999999995
2tier,64,433,2,0.010749999999999963
2tier,64,433,4,0.007299999999999984
2tier,64,433,8,0.00619999999999999
2tier,64,433,16,0.005849999999999992
2tier,64,434,2,0.00944999999999997
2tier,64,434,4,0.0077999999999999806
2tier,64,434,8,0.00619999999999999
2tier,64,434,16,0.005399999999999995
2tier,64,435,2,0.012299999999999953
2tier,64,435,4,0.007599999999999982
2tier,64,435,8,0.006349999999999989
2tier,64,435,16,0.005549999999999994
2tier,64,436,2,0.00944999999999997
2tier,64,436,4,0.008749999999999975
2tier,64,436,8,0.006449999999999989
2tier,64,436,16,0.006049999999999991
2tier,64,437,2,0.012299999999999953
2tier,64,437,4,0.008099999999999979
2tier,64,437,8,0.006099999999999991
2tier,64,437,16,0.00619999999999999
2tier,64,438,2,0.010299999999999965
2tier,64,438,4,0.007749999999999981
2tier,64,438,8,0.0061499999999999905
2tier,64,438,16,0.006099999999999991
2tier,64,439,2,0.009949999999999968
2tier,64,439,4,0.007699999999999981
2tier,64,439,8,0.006699999999999987
2tier,64,439,16,0.0059999999999999915
2tier,64,440,2,0.008999999999999973
2tier,64,440,4,0.006799999999999987
2tier,64,440,8,0.00629999999999999
2tier,64,440,16,0.005849999999999992
2tier,64,441,2,0.011449999999999958
2tier,64,441,4,0.007599999999999982
2tier,64,441,8,0.006599999999999988
2tier,64,441,16,0.005849999999999992
2tier,64,442,2,0.00944999999999997
2tier,64,442,4,0.00789999999999998
2tier,64,442,8,0.005899999999999992
2tier,64,442,16,0.005849999999999992
2tier,64,443,2,0.011549999999999958
2tier,64,443,4,0.00794999999999998
2tier,64,443,8,0.0061499999999999905
2tier,64,443,16,0.005649999999999994
2tier,64,444,2,0.008999999999999973
2tier,64,444,4,0.007449999999999983
2tier,64,444,8,0.005949999999999992
2tier,64,444,16,0.005599999999999994
2tier,64,445,2,0.009899999999999968
2tier,64,445,4,0.00799999999999998
2tier,64,445,8,0.00624999999999999
2tier,64,445,16,0.005599999999999994
2tier,64,446,2,0.008999999999999973
2tier,64,446,4,0.008549999999999976
2tier,64,446,8,0.006449999999999989
2tier,64,446,16,0.005849999999999992
2tier,64,447,2,0.010749999999999963
2tier,64,447,4,0.009849999999999968
2tier,64,447,8,0.006499999999999988
2tier,64,447,16,0.005799999999999993
2tier,64,448,2,0.00959999999999997
2tier,64,448,4,0.007399999999999983
2tier,64,448,8,0.00629999999999999
2tier,64,448,16,0.005799999999999993
2tier,64,449,2,0.009699999999999969
2tier,64,449,4,0.007049999999999985
2tier,64,449,8,0.00624999999999999
2tier,64,449,16,0.005949999999999992
2tier,64,450,2,0.013949999999999943
2tier,64,450,4,0.00794999999999998
2tier,64,450,8,0.006449999999999989
2tier,64,450,16,0.005599999999999994
2tier,64,451,2,0.010199999999999966
2tier,64,451,4,0.008099999999999979
2tier,64,451,8,0.0066499999999999875
2tier,64,451,16,0.0059999999999999915
2tier,64,452,2,0.008999999999999973
2tier,64,452,4,0.008099999999999979
2tier,64,452,8,0.005949999999999992
2tier,64,452,16,0.005799999999999993
2tier,64,453,2,0.012299999999999953
2tier,64,453,4,0.006949999999999986
2tier,64,453,8,0.005949999999999992
2tier,64,453,16,0.005799999999999993
2tier,64,454,2,0.008999999999999973
2tier,64,454,4,0.006849999999999986
2tier,64,454,8,0.0059999999999999915
2tier,64,454,16,0.005599999999999994
2tier,64,455,2,0.012299999999999953
2tier,64,455,4,0.0076499999999999815
2tier,64,455,8,0.00624999999999999
2tier,64,455,16,0.005399999999999995
2tier,64,456,2,0.008999999999999973
2tier,64,456,4,0.007099999999999985
2tier,64,456,8,0.007199999999999984
2tier,64,456,16,0.006449999999999989
2tier,64,457,2,0.017349999999999983
2tier,64,457,4,0.0076499999999999815
2tier,64,457,8,0.006399999999999989
2tier,64,457,16,0.005899999999999992
2tier,64,458,2,0.010749999999999963
2tier,64,458,4,0.006849999999999986
2tier,64,458,8,0.005849999999999992
2tier,64,458,16,0.0054999999999999945
2tier,64,459,2,0.008299999999999978
2tier,64,459,4,0.006949999999999986
2tier,64,459,8,0.0059999999999999915
2tier,64,459,16,0.005599999999999994
2tier,64,460,2,0.008299999999999978
2tier,64,460,4,0.007249999999999984
2tier,64,460,8,0.006099999999999991
2tier,64,460,16,0.005749999999999993
2tier,64,461,2,0.008999999999999973
2tier,64,461,4,0.006949999999999986
2tier,64,461,8,0.005849999999999992
2tier,64,461,16,0.005849999999999992
2tier,64,462,2,0.010749999999999963
2tier,64,462,4,0.006949999999999986
2tier,64,462,8,0.0059999999999999915
2tier,64,462,16,0.006049999999999991
2tier,64,463,2,0.012599999999999952
2tier,64,463,4,0.007549999999999982
2tier,64,463,8,0.006499999999999988
2tier,64,463,16,0.006399999999999989
2tier,64,464,2,0.009699999999999969
2tier,64,464,4,0.00784999999999998
2tier,64,464,8,0.006599999999999988
2tier,64,464,16,0.005749999999999993
2tier,64,465,2,0.012699999999999951
2tier,64,465,4,0.00789999999999998
2tier,64,465,8,0.006399999999999989
2tier,64,465,16,0.005799999999999993
2tier,64,466,2,0.008999999999999973
2tier,64,466,4,0.006949999999999986
2tier,64,466,8,0.006599999999999988
2tier,64,466,16,0.0054999999999999945
2tier,64,467,2,0.008999999999999973
2tier,64,467,4,0.007049999999999985
2tier,64,467,8,0.0059999999999999915
2tier,64,467,16,0.005899999999999992
2tier,64,468,2,0.010749999999999963
2tier,64,468,4,0.006699999999999987
2tier,64,468,8,0.006099999999999991
2tier,64,468,16,0.005549999999999994
2tier,64,469,2,0.010749999999999963
2tier,64,469,4,0.008199999999999978
2tier,64,469,8,0.0061499999999999905
2tier,64,469,16,0.005799999999999993
2tier,64,470,2,0.00944999999999997
2tier,64,470,4,0.007749999999999981
2tier,64,470,8,0.007099999999999985
2tier,64,470,16,0.005899999999999992
2tier,64,471,2,0.009699999999999969
2tier,64,471,4,0.007599999999999982
2tier,64,471,8,0.006799999999999987
2tier,64,471,16,0.005649999999999994
2tier,64,472,2,0.012299999999999953
2tier,64,472,4,0.006599999999999988
2tier,64,472,8,0.006449999999999989
2tier,64,472,16,0.005749999999999993
2tier,64,473,2,0.008999999999999973
2tier,64,473,4,0.007249999999999984
2tier,64,473,8,0.005649999999999994
2tier,64,473,16,0.005399999999999995
2tier,64,474,2,0.009199999999999972
2tier,64,474,4,0.008099999999999979
2tier,64,474,8,0.005949999999999992
2tier,64,474,16,0.005699999999999993
2tier,64,475,2,0.010449999999999965
2tier,64,475,4,0.007549999999999982
2tier,64,475,8,0.006599999999999988
2tier,64,475,16,0.005649999999999994
2tier,64,476,2,0.00944999999999997
2tier,64,476,4,0.006949999999999986
2tier,64,476,8,0.006099999999999991
2tier,64,476,16,0.005799999999999993
2tier,64,477,2,0.010749999999999963
2tier,64,477,4,0.007049999999999985
2tier,64,477,8,0.0061499999999999905
2tier,64,477,16,0.0059999999999999915
2tier,64,478,2,0.010749999999999963
2tier,64,478,4,0.007049999999999985
2tier,64,478,8,0.005649999999999994
2tier,64,478,16,0.005599999999999994
2tier,64,479,2,0.012299999999999953
2tier,64,479,4,0.008349999999999977
2tier,64,479,8,0.006699999999999987
2tier,64,479,16,0.005799999999999993
2tier,64,480,2,0.009999999999999967
2tier,64,480,4,0.008999999999999973
2tier,64,480,8,0.006999999999999985
2tier,64,480,16,0.005949999999999992
2tier,64,481,2,0.009999999999999967
2tier,64,481,4,0.006799999999999987
2tier,64,481,8,0.006099999999999991
2tier,64,481,16,0.005749999999999993
2tier,64,482,2,0.009699999999999969
2tier,64,482,4,0.00789999999999998
2tier,64,482,8,0.00629999999999999
2tier,64,482,16,0.006049999999999991
2tier,64,483,2,0.008299999999999978
2tier,64,483,4,0.007049999999999985
2tier,64,483,8,0.005649999999999994
2tier,64,483,16,0.005399999999999995
2tier,64,484,2,0.008299999999999978
2tier,64,484,4,0.007449999999999983
2tier,64,484,8,0.006399999999999989
2tier,64,484,16,0.0059999999999999915
2tier,64,485,2,0.008999999999999973
2tier,64,485,4,0.006749999999999987
2tier,64,485,8,0.00619999999999999
2tier,64,485,16,0.0054999999999999945
2tier,64,486,2,0.00944999999999997
2tier,64,486,4,0.0071499999999999845
2tier,64,486,8,0.006349999999999989
2tier,64,486,16,0.005649999999999994
2tier,64,487,2,0.010749999999999963
2tier,64,487,4,0.008199999999999978
2tier,64,487,8,0.0066499999999999875
2tier,64,487,16,0.005799999999999993
2tier,64,488,2,0.010749999999999963
2tier,64,488,4,0.006999999999999985
2tier,64,488,8,0.00624999999999999
2tier,64,488,16,0.005849999999999992
2tier,64,489,2,0.008999999999999973
2tier,64,489,4,0.007749999999999981
2tier,64,489,8,0.0061499999999999905
2tier,64,489,16,0.005399999999999995
2tier,64,490,2,0.009999999999999967
2tier,64,490,4,0.007449999999999983
2tier,64,490,8,0.006549999999999988
2tier,64,490,16,0.005599999999999994
2tier,64,491,2,0.009899999999999968
2tier,64,491,4,0.00784999999999998
2tier,64,491,8,0.006349999999999989
2tier,64,491,16,0.0054999999999999945
2tier,64,492,2,0.012299999999999953
2tier,64,492,4,0.006849999999999986
2tier,64,492,8,0.005849999999999992
2tier,64,492,16,0.005399999999999995
2tier,64,493,2,0.010749999999999963
2tier,64,493,4,0.007699999999999981
2tier,64,493,8,0.00619999999999999
2tier,64,493,16,0.005549999999999994
2tier,64,494,2,0.010549999999999964
2tier,64,494,4,0.0076499999999999815
2tier,64,494,8,0.006049999999999991
2tier,64,494,16,0.005649999999999994
2tier,64,495,2,0.010749999999999963
2tier,64,495,4,0.008449999999999977
2tier,64,495,8,0.00619999999999999
2tier,64,495,16,0.0054999999999999945
2tier,64,496,2,0.00959999999999997
2tier,64,496,4,0.007349999999999983
2tier,64,496,8,0.006399999999999989
2tier,64,496,16,0.005549999999999994
2tier,64,497,2,0.00944999999999997
2tier,64,497,4,0.006999999999999985
2tier,64,497,8,0.006399999999999989
2tier,64,497,16,0.005799999999999993
2tier,64,498,2,0.01614999999999995
2tier,64,498,4,0.00789999999999998
2tier,64,498,8,0.006799999999999987
2tier,64,498,16,0.005849999999999992
2tier,64,499,2,0.01294999999999995
2tier,64,499,4,0.007449999999999983
2tier,64,499,8,0.006049999999999991
2tier,64,499,16,0.005799999999999993
2tier,64,500,2,0.009899999999999968
2tier,64,500,4,0.007549999999999982
2tier,64,500,8,0.00629999999999999
2tier,64,500,16,0.005749999999999993
2tier,64,501,2,0.010749999999999963
2tier,64,501,4,0.0076499999999999815
2tier,64,501,8,0.00619999999999999
2tier,64,501,16,0.005749999999999993
2tier,64,502,2,0.009899999999999968
2tier,64,502,4,0.007049999999999985
2tier,64,502,8,0.006549999999999988
2tier,64,502,16,0.0054999999999999945
2tier,64,503,2,0.010799999999999962
2tier,64,503,4,0.006999999999999985
2tier,64,503,8,0.006049999999999991
2tier,64,503,16,0.005549999999999994
2tier,64,504,2,0.010449999999999965
2tier,64,504,4,0.00799999999999998
2tier,64,504,8,0.006899999999999986
2tier,64,504,16,0.005949999999999992
2tier,64,505,2,0.009899999999999968
2tier,64,505,4,0.007749999999999981
2tier,64,505,8,0.00629999999999999
2tier,64,505,16,0.005649999999999994
2tier,64,506,2,0.00944999999999997
2tier,64,506,4,0.006399999999999989
2tier,64,506,8,0.006549999999999988
2tier,64,506,16,0.005649999999999994
2tier,64,507,2,0.010449999999999965
2tier,64,507,4,0.0077999999999999806
2tier,64,507,8,0.006349999999999989
2tier,64,507,16,0.005949999999999992
2tier,64,508,2,0.010749999999999963
2tier,64,508,4,0.006999999999999985
2tier,64,508,8,0.005949999999999992
2tier,64,508,16,0.005599999999999994
2tier,64,509,2,0.010749999999999963
2tier,64,509,4,0.007099999999999985
2tier,64,509,8,0.00624999999999999
2tier,64,509,16,0.005899999999999992
2tier,64,510,2,0.012299999999999953
2tier,64,510,4,0.00784999999999998
2tier,64,510,8,0.006599999999999988
2tier,64,510,16,0.005849999999999992
2tier,64,511,2,0.010549999999999964
2tier,64,511,4,0.007349999999999983
2tier,64,511,8,0.005899999999999992
2tier,64,511,16,0.005799999999999993
2tier,64,512,2,0.009699999999999969
2tier,64,512,4,0.007549999999999982
2tier,64,512,8,0.006549999999999988
2tier,64,512,16,0.005599999999999994
2tier,64,513,2,0.00944999999999997
2tier,64,513,4,0.006949999999999986
2tier,64,513,8,0.005949999999999992
2tier,64,513,16,0.0054999999999999945
2tier,64,514,2,0.010449999999999965
2tier,64,514,4,0.00789999999999998
2tier,64,514,8,0.006349999999999989
2tier,64,514,16,0.005649999999999994
2tier,64,515,2,0.010749999999999963
2tier,64,515,4,0.007499999999999982
2tier,64,515,8,0.006049999999999991
2tier,64,515,16,0.005649999999999994
2tier,64,516,2,0.012299999999999953
2tier,64,516,4,0.007449999999999983
2tier,64,516,8,0.005849999999999992
2tier,64,516,16,0.005749999999999993
2tier,64,517,2,0.008999999999999973
2tier,64,517,4,0.006849999999999986
2tier,64,517,8,0.005949999999999992
2tier,64,517,16,0.0054999999999999945
2tier,64,518,2,0.010749999999999963
2tier,64,518,4,0.008049999999999979
2tier,64,518,8,0.006099999999999991
2tier,64,518,16,0.0054999999999999945
2tier,64,519,2,0.010549999999999964
2tier,64,519,4,0.0077999999999999806
2tier,64,519,8,0.006099999999999991
2tier,64,519,16,0.005899999999999992
2tier,64,520,2,0.013849999999999944
2tier,64,520,4,0.00799999999999998
2tier,64,520,8,0.006399999999999989
2tier,64,520,16,0.005749999999999993
2tier,64,521,2,0.008999999999999973
2tier,64,521,4,0.007249999999999984
2tier,64,521,8,0.0059999999999999915
2tier,64,521,16,0.005899999999999992
2tier,64,522,2,0.008299999999999978
2tier,64,522,4,0.006749999999999987
2tier,64,522,8,0.006099999999999991
2tier,64,522,16,0.0059999999999999915
2tier,64,523,2,0.00944999999999997
2tier,64,523,4,0.0077999999999999806
2tier,64,523,8,0.0066499999999999875
2tier,64,523,16,0.005899999999999992
2tier,64,524,2,0.00959999999999997
2tier,64,524,4,0.007449999999999983
2tier,64,524,8,0.006599999999999988
2tier,64,524,16,0.005749999999999993
2tier,64,525,2,0.011549999999999958
2tier,64,525,4,0.007049999999999985
2tier,64,525,8,0.005949999999999992
2tier,64,525,16,0.0054999999999999945
2tier,64,526,2,0.010749999999999963
2tier,64,526,4,0.007449999999999983
2tier,64,526,8,0.006349999999999989
2tier,64,526,16,0.005849999999999992
2tier,64,527,2,0.008999999999999973
2tier,64,527,4,0.006599999999999988
2tier,64,527,8,0.005949999999999992
2tier,64,527,16,0.005649999999999994
2tier,64,528,2,0.012299999999999953
2tier,64,528,4,0.008099999999999979
2tier,64,528,8,0.00619999999999999
2tier,64,528,16,0.005449999999999995
2tier,64,529,2,0.00944999999999997
2tier,64,529,4,0.006999999999999985
2tier,64,529,8,0.006499999999999988
2tier,64,529,16,0.0054999999999999945
2tier,64,530,2,0.010749999999999963
2tier,64,530,4,0.008149999999999978
2tier,64,530,8,0.006599999999999988
2tier,64,530,16,0.0054999999999999945
2tier,64,531,2,0.010749999999999963
2tier,64,531,4,0.007549999999999982
2tier,64,531,8,0.006599999999999988
2tier,64,531,16,0.005849999999999992
2tier,64,532,2,0.008999999999999973
2tier,64,532,4,0.007349999999999983
2tier,64,532,8,0.00629999999999999
2tier,64,532,16,0.005849999999999992
2tier,64,533,2,0.011499999999999958
2tier,64,533,4,0.009299999999999971
2tier,64,533,8,0.006799999999999987
2tier,64,533,16,0.005549999999999994
2tier,64,534,2,0.008549999999999976
2tier,64,534,4,0.0076499999999999815
2tier,64,534,8,0.00629999999999999
2tier,64,534,16,0.0059999999999999915
2tier,64,535,2,0.009849999999999968
2tier,64,535,4,0.0077999999999999806
2tier,64,535,8,0.005799999999999993
2tier,64,535,16,0.005649999999999994
2tier,64,536,2,0.01830000000000001
2tier,64,536,4,0.008449999999999977
2tier,64,536,8,0.006399999999999989
2tier,64,536,16,0.005649999999999994
2tier,64,537,2,0.00944999999999997
2tier,64,537,4,0.007349999999999983
2tier,64,537,8,0.006549999999999988
2tier,64,537,16,0.00624999999999999
2tier,64,538,2,0.00799999999999998
2tier,64,538,4,0.007499999999999982
2tier,64,538,8,0.007049999999999985
2tier,64,538,16,0.0059999999999999915
2tier,64,539,2,0.01114999999999996
2tier,64,539,4,0.008299999999999978
2tier,64,539,8,0.007099999999999985
2tier,64,539,16,0.006699999999999987
2tier,64,540,2,0.01294999999999995
2tier,64,540,4,0.008699999999999975
2tier,64,540,8,0.006349999999999989
2tier,64,540,16,0.0054999999999999945
2tier,64,541,2,0.009199999999999972
2tier,64,541,4,0.00954999999999997
2tier,64,541,8,0.007549999999999982
2tier,64,541,16,0.006349999999999989
2tier,64,542,2,0.010499999999999964
2tier,64,542,4,0.008199999999999978
2tier,64,542,8,0.006349999999999989
2tier,64,542,16,0.0054999999999999945
2tier,64,543,2,0.012299999999999953
2tier,64,543,4,0.0071499999999999845
2tier,64,543,8,0.006799999999999987
2tier,64,543,16,0.005799999999999993
2tier,64,544,2,0.009999999999999967
2tier,64,544,4,0.008299999999999978
2tier,64,544,8,0.006599999999999988
2tier,64,544,16,0.0061499999999999905
2tier,64,545,2,0.010999999999999961
2tier,64,545,4,0.008099999999999979
2tier,64,545,8,0.005699999999999993
2tier,64,545,16,0.005649999999999994
2tier,64,546,2,0.008299999999999978
2tier,64,546,4,0.00789999999999998
2tier,64,546,8,0.0059999999999999915
2tier,64,546,16,0.005849999999999992
2tier,64,547,2,0.010649999999999963
2tier,64,547,4,0.007349999999999983
2tier,64,547,8,0.006449999999999989
2tier,64,547,16,0.006049999999999991
2tier,64,548,2,0.009999999999999967
2tier,64,548,4,0.006549999999999988
2tier,64,548,8,0.0059999999999999915
2tier,64,548,16,0.005649999999999994
2tier,64,549,2,0.00959999999999997
2tier,64,549,4,0.008449999999999977
2tier,64,549,8,0.006099999999999991
2tier,64,549,16,0.005599999999999994
2tier,64,550,2,0.010749999999999963
2tier,64,550,4,0.006749999999999987
2tier,64,550,8,0.006699999999999987
2tier,64,550,16,0.006049999999999991
2tier,64,551,2,0.01614999999999995
2tier,64,551,4,0.009149999999999972
2tier,64,551,8,0.0071499999999999845
2tier,64,551,16,0.006349999999999989
2tier,64,552,2,0.00944999999999997
2tier,64,552,4,0.007549999999999982
2tier,64,552,8,0.006349999999999989
2tier,64,552,16,0.005399999999999995
2tier,64,553,2,0.010449999999999965
2tier,64,553,4,0.007449999999999983
2tier,64,553,8,0.006099999999999991
2tier,64,553,16,0.005849999999999992
2tier,64,554,2,0.00799999999999998
2tier,64,554,4,0.006449999999999989
2tier,64,554,8,0.0059999999999999915
2tier,64,554,16,0.005899999999999992
2tier,64,555,2,0.010749999999999963
2tier,64,555,4,0.006699999999999987
2tier,64,555,8,0.005649999999999994
2tier,64,555,16,0.005599999999999994
2tier,64,556,2,0.010799999999999962
2tier,64,556,4,0.007049999999999985
2tier,64,556,8,0.00629999999999999
2tier,64,556,16,0.005949999999999992
2tier,64,557,2,0.009999999999999967
2tier,64,557,4,0.00794999999999998
2tier,64,557,8,0.006749999999999987
2tier,64,557,16,0.005649999999999994
2tier,64,558,2,0.010449999999999965
2tier,64,558,4,0.008199999999999978
2tier,64,558,8,0.006999999999999985
2tier,64,558,16,0.005949999999999992
2tier,64,559,2,0.010749999999999963
2tier,64,559,4,0.0076499999999999815
2tier,64,559,8,0.006449999999999989
2tier,64,559,16,0.005749999999999993
2tier,64,560,2,0.010899999999999962
2tier,64,560,4,0.007349999999999983
2tier,64,560,8,0.006549999999999988
2tier,64,560,16,0.0059999999999999915
2tier,64,561,2,0.009699999999999969
2tier,64,561,4,0.0071499999999999845
2tier,64,561,8,0.006099999999999991
2tier,64,561,16,0.005749999999999993
2tier,64,562,2,0.009699999999999969
2tier,64,562,4,0.007349999999999983
2tier,64,562,8,0.006449999999999989
2tier,64,562,16,0.005699999999999993
2tier,64,563,2,0.010749999999999963
2tier,64,563,4,0.008799999999999975
2tier,64,563,8,0.006349999999999989
2tier,64,563,16,0.005649999999999994
2tier,64,564,2,0.009699999999999969
2tier,64,564,4,0.006999999999999985
2tier,64,564,8,0.0061499999999999905
2tier,64,564,16,0.005699999999999993
2tier,64,565,2,0.009999999999999967
2tier,64,565,4,0.007049999999999985
2tier,64,565,8,0.006849999999999986
2tier,64,565,16,0.0061499999999999905
2tier,64,566,2,0.008649999999999975
2tier,64,566,4,0.007049999999999985
2tier,64,566,8,0.006399999999999989
2tier,64,566,16,0.005849999999999992
2tier,64,567,2,0.010749999999999963
2tier,64,567,4,0.006949999999999986
2tier,64,567,8,0.006399999999999989
2tier,64,567,16,0.0054999999999999945
2tier,64,568,2,0.009999999999999967
2tier,64,568,4,0.008099999999999979
2tier,64,568,8,0.006349999999999989
2tier,64,568,16,0.005649999999999994
2tier,64,569,2,0.00944999999999997
2tier,64,569,4,0.007299999999999984
2tier,64,569,8,0.005849999999999992
2tier,64,569,16,0.005649999999999994
2tier,64,570,2,0.008999999999999973
2tier,64,570,4,0.007399999999999983
2tier,64,570,8,0.006399999999999989
2tier,64,570,16,0.005649999999999994
2tier,64,571,2,0.009849999999999968
2tier,64,571,4,0.0076499999999999815
2tier,64,571,8,0.006849999999999986
2tier,64,571,16,0.005949999999999992
2tier,64,572,2,0.010549999999999964
2tier,64,572,4,0.007099999999999985
2tier,64,572,8,0.00629999999999999
2tier,64,572,16,0.0054999999999999945
2tier,64,573,2,0.010749999999999963
2tier,64,573,4,0.007399999999999983
2tier,64,573,8,0.006549999999999988
