fabric,P,seed,k,t_prop
3tier_nb,16,16,16,0.005399999999999995
3tier_nb,16,16,32,0.005399999999999995
3tier_os2,16,16,2,0.005399999999999995
3tier_os2,16,16,4,0.005399999999999995
3tier_os2,16,16,8,0.005399999999999995
3tier_os2,16,16,16,0.005399999999999995
3tier_os2,16,16,32,0.005399999999999995
3tier_os4,16,16,2,0.010749999999999963
3tier_os4,16,16,4,0.008199999999999978
3tier_os4,16,16,8,0.005899999999999992
3tier_os4,16,16,16,0.005399999999999995
3tier_os4,16,16,32,0.005399999999999995
2tier,16,16,2,0.008999999999999973
2tier,16,16,4,0.005399999999999995
2tier,16,16,8,0.005399999999999995
2tier,16,16,16,0.005399999999999995
2tier,16,16,32,0.005399999999999995
3tier_nb,64,16,2,0.005399999999999995
3tier_nb,64,16,4,0.005399999999999995
3tier_nb,64,16,8,0.005399999999999995
3tier_nb,64,16,16,0.005399999999999995
3tier_nb,64,16,32,0.005399999999999995
3tier_os2,64,16,2,0.008999999999999973
3tier_os2,64,16,4,0.006399999999999989
3tier_os2,64,16,8,0.005399999999999995
3tier_os2,64,16,16,0.005399999999999995
3tier_os2,64,16,32,0.005399999999999995
3tier_os4,64,16,2,0.01795
3tier_os4,64,16,4,0.009299999999999971
3tier_os4,64,16,8,0.006849999999999986
3tier_os4,64,16,16,0.005849999999999992
3tier_os4,64,16,32,0.0054999999999999945
2tier,64,16,2,0.008999999999999973
2tier,64,16,4,0.006899999999999986
2tier,64,16,8,0.0059999999999999915
2tier,64,16,16,0.005549999999999994
2tier,64,16,32,0.005399999999999995
3tier_nb,16,13,2,0.005399999999999995
3tier_nb,16,13,4,0.005399999999999995
3tier_nb,16,13,8,0.005399999999999995
3tier_nb,16,13,16,0.005399999999999995
3tier_nb,16,13,32,0.005399999999999995
3tier_os2,16,13,2,0.007199999999999984
3tier_os2,16,13,4,0.005399999999999995
3tier_os2,16,13,8,0.005399999999999995
3tier_os2,16,13,16,0.005399999999999995
3tier_os2,16,13,32,0.005399999999999995
3tier_os4,16,13,2,0.014349999999999941
