run,seed,flows_per_neighbor,ring_size,affected_fraction,completion_time_s
4,30048882,4,32,0.5,0.03515000000000049
4,30048882,8,8,0.0,0.021500000000000102
4,30048882,8,8,0.1,0.021500000000000102
4,30048882,8,8,0.3,0.021500000000000102
4,30048882,8,8,0.5,0.021500000000000102
4,30048882,8,16,0.0,0.021500000000000102
4,30048882,8,16,0.1,0.022600000000000134
4,30048882,8,16,0.3,0.024300000000000183
4,30048882,8,16,0.5,0.03475000000000048
5,40048883,1,4,0.0,0.021500000000000102
5,40048883,1,4,0.1,0.021500000000000102
5,40048883,1,4,0.3,0.021500000000000102
5,40048883,1,4,0.5,0.021500000000000102
5,40048883,1,8,0.0,0.021500000000000102
5,40048883,1,8,0.1,0.021500000000000102
5,40048883,1,8,0.3,0.021500000000000102
5,40048883,1,8,0.5,0.021500000000000102
4,30048882,4,64,0.0,0.021500000000000102
4,30048882,4,64,0.1,0.026100000000000234
4,30048882,4,64,0.3,0.0353500000000005
4,30048882,4,64,0.5,0.034550000000000476
4,30048882,8,4,0.0,0.021500000000000102
4,30048882,8,4,0.1,0.021500000000000102
4,30048882,8,4,0.3,0.021500000000000102
4,30048882,8,4,0.5,0.021500000000000102
5,40048883,2,8,0.0,0.021500000000000102
5,40048883,2,8,0.1,0.021500000000000102
5,40048883,2,8,0.3,0.021500000000000102
5,40048883,2,8,0.5,0.021500000000000102
5,40048883,2,16,0.0,0.021500000000000102
5,40048883,2,16,0.1,0.03340000000000044
5,40048883,2,16,0.3,0.02625000000000024
5,40048883,2,16,0.5,0.043900000000000744
5,40048883,1,64,0.0,0.021500000000000102
5,40048883,1,64,0.1,0.07080000000000036
5,40048883,1,64,0.3,0.05045000000000093
5,40048883,1,64,0.5,0.059600000000001194
5,40048883,2,4,0.0,0.021500000000000102
5,40048883,2,4,0.1,0.021500000000000102
5,40048883,2,4,0.3,0.021500000000000102
5,40048883,2,4,0.5,0.021500000000000102
5,40048883,1,16,0.0,0.021500000000000102
5,40048883,1,16,0.1,0.07474999999999993
5,40048883,1,16,0.3,0.038750000000000596
5,40048883,1,16,0.5,0.06835000000000063
5,40048883,1,32,0.0,0.021500000000000102
5,40048883,1,32,0.1,0.07474999999999993
5,40048883,1,32,0.3,0.038750000000000596
5,40048883,1,32,0.5,0.07285000000000014
4,30048882,8,32,0.0,0.021500000000000102
4,30048882,8,32,0.1,0.023600000000000163
4,30048882,8,32,0.3,0.024100000000000177
4,30048882,8,32,0.5,0.028500000000000303
4,30048882,8,64,0.0,0.021500000000000102
4,30048882,8,64,0.1,0.023600000000000163
4,30048882,8,64,0.3,0.026800000000000254
4,30048882,8,64,0.5,0.028500000000000303
5,40048883,4,4,0.0,0.021500000000000102
5,40048883,4,4,0.1,0.021500000000000102
5,40048883,4,4,0.3,0.021500000000000102
5,40048883,4,4,0.5,0.021500000000000102
