ring_size,k,affected_fraction,T_mean,T_ci_low,T_ci_high,T_min,T_max,speedup,speedup_ci_low,speedup_ci_high,speedup_low,speedup_high,n_seeds,total_qps,total_qps_std,experiment,method,k_mean,k_mean_std,k_max,msg_bytes,p99_step
32,2.0,0.3,0.039675750000000516,0.0390168150000005,0.040320627500000525,0.0215000000000001,0.0897999999999982,1.3249154303933757,1.2988292431989954,1.3502499140337714,0.4405737704917981,2.9283018867924158,1000,64.0,0.0,static,,,,,,
32,2.0,0.5,0.0472496000000006,0.0464060450000006,0.048068340000000605,0.0249000000000002,0.0954499999999976,1.3370692981238075,1.314037852545226,1.360746492615107,0.5155875299760142,2.6407284768211423,1000,64.0,0.0,static,,,,,,
32,4.0,0.0,0.021500000000000092,0.021500000000000092,0.021500000000000092,0.0215000000000001,0.0215000000000001,1.0,1.0,1.0,1.0,1.0,1000,128.0,0.0,static,,,,,,
32,4.0,0.1,0.026329850000000193,0.02606335750000019,0.0266050237500002,0.0215000000000001,0.0475000000000008,1.3091610034734777,1.2805673071944828,1.3394466595609757,0.4584221748400796,3.1177644710578396,1000,128.0,0.0,static,,,,,,
32,4.0,0.3,0.03128375000000033,0.030959168750000324,0.03163480875000035,0.0223500000000001,0.0509000000000009,1.642224166519526,1.6136396849289438,1.6729515894360723,0.4864253393665104,3.3682170542634817,1000,128.0,0.0,static,,,,,,
32,4.0,0.5,0.03556510000000045,0.03521809500000045,0.03592207250000047,0.0241000000000001,0.0499500000000009,1.7273281525515438,1.6999987869049822,1.754107145654466,0.5005820721769441,3.259328358208875,1000,128.0,0.0,static,,,,,,
32,8.0,0.0,0.021500000000000092,0.021500000000000092,0.021500000000000092,0.0215000000000001,0.0215000000000001,1.0,1.0,1.0,1.0,1.0,1000,256.0,0.0,static,,,,,,
32,8.0,0.1,0.024050450000000133,0.02390592750000013,0.024186725000000138,0.0215000000000001,0.0356500000000005,1.43563554134633,1.402546370698788,1.4687973551273232,0.6169296987087475,3.5022421524663296,1000,256.0,0.0,static,,,,,,
32,8.0,0.3,0.02639460000000019,0.02622149750000019,0.026562065000000197,0.0218500000000001,0.0375000000000005,1.9341926475177684,1.8976187155603634,1.968297736916825,0.5733333333333284,3.6437007874014635,1000,256.0,0.0,static,,,,,,
32,8.0,0.5,0.02845030000000025,0.028257001250000247,0.028639572500000262,0.0227000000000001,0.0383000000000005,2.1421934978788,2.1105467660610664,2.175980429334293,0.7166666666666628,3.623404255319078,1000,256.0,0.0,static,,,,,,
